smiles,D
CC(C)n1nccc1NC(=O)CN1CCOC2(C/C=C/Cc3ccccc3OCCNC2=O)C1,-4.998
CC(C)NC(=O)c1ccc2c(c1)Cc1cccc(c1)C(=O)NCCOCCO2,-6.553
CC(C)NC(=O)c1ccc2c(c1)Cc1cccc(c1)CN(C1CCC1)CCCCCO2,-5.658
CC(C)NC(=O)c1cccc2c1CN(Cc1ccccc1)CC(=O)NCCCCCO2,-5.197
CC(C)NC(=O)CN1CCCCCCOc2ccccc2Oc2ncccc2C1,-5.377
CC(C)NC1=NCCCCCOc2ccccc2Oc2ncccc21,-6.553
CC(C)NC1=NCCOCCOc2ccccc2Oc2ncccc21,-7.699
CC(C)Oc1cccc(-c2ccc3c(c2)CNCCCCCCCN3C(=O)c2ccncc2)c1,-5.572
CC(C)OCC(O)CNC(=O)Cc1ccc2c(c1)CN(Cc1ccccc1)CC(=O)NCCCCCO2,-5.488
CC(C)OCC(O)CNC(=O)CN1CCCC(C)(C)COc2ccccc2Oc2ncccc2C1,-4.957
CC(CO)NC(=O)c1ccc2c(c1)Cc1cccc(c1)CN(C(C)C)CCOCCO2,-6.721
CC(CO)NC(=O)c1cccc2c1CN(Cc1ccccc1)CC(=O)NCCCCCO2,-7.398
CC(CO)NC(=O)CCc1ccc2c(c1)CN(Cc1ccccc1)CC(=O)NCCCCCO2,-6.222
CC(CO)NC(=O)CN1CCCCCCOc2ccccc2Oc2ncccc2C1,-6.523
CC(O)C1NC(=O)c2ccccc2OCCN(C)C(=O)C(Cc2ccccc2)NC1=O,-6.824
CC(O)C1NC(=O)CC(C(=O)NC(CO)CO)NC(=O)c2ccccc2OCCCNC1=O,-7.523
CC(O)C1NC(=O)CC(C(=O)NCC2(c3cccc(F)c3)CCOCC2)NC(=O)c2ccccc2OCCCNC1=O,-6.357
CC(O)C1NC(=O)CC(C(=O)NCC2CC2)NC(=O)c2ccccc2OCC(Cc2ccccc2)NC1=O,-7.301
CC(O)C1NC(=O)CC(C(=O)NCC2CC2)NC(=O)c2ccccc2OCC2CCCN2C1=O,-7.699
CC(O)C1NC(=O)CC(C(=O)NCC2CC2)NC(=O)c2ccccc2OCCCNC1=O,-7.523
CC(O)C1NC(=O)CC(C(=O)NCC2CC2)NC(=O)c2ccccc2OCCN(C)C1=O,-7.523
CC(O)C1NC(=O)CC(C(=O)NCc2ccc(CN3CCCC3=O)cc2)NC(=O)c2ccccc2OCC2CCCN2C1=O,-6.62
CC(O)C1NC(=O)CC(C(=O)NCc2ccc(CN3CCCC3=O)cc2)NC(=O)c2ccccc2OCCCNC1=O,-7.699
CC(O)C1NC(=O)CC(C(=O)NCc2ccc(CN3CCCCC3)cc2)NC(=O)c2ccccc2OCCN(C)C1=O,-6.824
CC(O)C1NC(=O)CC(C(=O)NCc2ccc(CN3CCOCC3)cc2)NC(=O)c2ccccc2OCC2CCCN2C1=O,-5.583
CC(O)C1NC(=O)CC(C(=O)NCc2ccc(CN3CCOCC3)cc2)NC(=O)c2ccccc2OCCCNC(=O)C(Cc2ccccc2)NC1=O,-8.0
CC(O)C1NC(=O)CC(C(=O)NCc2cccc(CN3CCCC3=O)c2)NC(=O)c2ccccc2OCC2CCCN2C1=O,-6.854
CC(O)C1NC(=O)CC(C(=O)NCc2cccc(CN3CCCC3=O)c2)NC(=O)c2ccccc2OCCCNC1=O,-6.921
CC(O)C1NC(=O)CC(C(=O)NCCc2ccc(F)cc2)NC(=O)c2ccccc2OCC2CCCN2C1=O,-7.699
CC(O)C1NC(=O)CC(C(=O)NCCc2ccc(F)cc2)NC(=O)c2ccccc2OCCN(C)C1=O,-7.097
CC(O)C1NC(=O)CC(C(=O)NCCc2ccc3c(c2)OCCO3)NC(=O)c2ccccc2OCC2CCCN2C1=O,-6.959
CC(O)C1NC(=O)CC(C(=O)NCCc2ccc3c(c2)OCCO3)NC(=O)c2ccccc2OCCCNC1=O,-7.222
CC(O)C1NC(=O)CC(C(=O)NCCCc2ccccc2)NC(=O)c2ccccc2OCC2CCCN2C1=O,-6.796
CC(O)C1NC(=O)CC(C(=O)NCCCc2ccccc2)NC(=O)c2ccccc2OCCCNC1=O,-7.222
CC(O)C1NC(=O)CC(C(=O)NCCCn2ccc(C(F)(F)F)n2)NC(=O)c2ccccc2OCC2CCCN2C1=O,-7.398
CC(O)C1NC(=O)CC(C(=O)NCCCn2ccc(C(F)(F)F)n2)NC(=O)c2ccccc2OCCCNC1=O,-6.678
CC(O)C1NC(=O)CC(C(=O)NCCCn2ccc(C(F)(F)F)n2)NC(=O)c2ccccc2OCCN(C)C1=O,-6.854
CC(O)C1NC(=O)CC(C(=O)NCCCN2CCCC2=O)NC(=O)c2ccccc2OCCN(C)C1=O,-7.699
CC(O)C1NC(=O)CC(C(=O)NCCN2CCCCCC2)NC(=O)c2ccccc2OCCCNC1=O,-7.097
CC(O)C1NC(=O)CC(C(=O)NCCOc2ccc(F)cc2)NC(=O)c2ccccc2OCC2CCCN2C1=O,-7.097
CC(O)C1NC(=O)CC(C(=O)NCCOc2ccc(F)cc2)NC(=O)c2ccccc2OCCCNC1=O,-6.553
CC[C@H](C)[C@@H]1NC(=O)c2csc(n2)[C@@H](C)NC(=O)[C@H]2N=C(O[C@@H]2C)[C@H](C(C)C)NC(=O)c2csc(n2)[C@@H](Cc2ccccc2)NC(=O)[C@H]2N=C1O[C@@H]2C,-4.72
CC[C@H](C)[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)[C@@H](C)OC(=O)[C@H](Cc2ccc(OC)cc2)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)C(=O)[C@H](C(C)C)OC(=O)C[C@@H]1O,-5.89
CC[C@H](C)[C@H]1OC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]([C@@H](C)CC)OC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]([C@@H](C)CC)OC(=O)[C@H](C(C)C)N(C)C1=O,-5.99
CC[C@H](C)[C@H]1OC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]([C@@H](C)CC)OC(=O)[C@H](C(C)C)N(C)C1=O,-5.34
CC[C@H](C)[C@H]1OC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)N(C)C1=O,-5.66
CC[NH+]1CCCC1CN=C1NCCCCCOc2ccccc2Oc2ncccc21,-6.921
CC1(C)CCCN(C2CCN(C(=O)C3CCCC3)CC2)Cc2cccnc2Oc2ccccc2OC1,-6.229
CC1(C)CCCN(C2CCN(C(=O)c3ccccc3F)CC2)Cc2cccnc2Oc2ccccc2OC1,-6.086
CC1(C)CCCN(C2CCN(C(=O)C3CCOCC3)CC2)Cc2cccnc2Oc2ccccc2OC1,-5.184
CC1(C)CCCN(C2CCN(C(=O)c3cnc(C4CC4)nc3)CC2)Cc2cccnc2Oc2ccccc2OC1,-5.801
CC1(C)CCCN(CC(=O)N2CCC(CCO)CC2)Cc2cccnc2Oc2ccccc2OC1,-5.091
CC1(C)CCCN(CC(=O)N2CCC(CO)CC2)Cc2cccnc2Oc2ccccc2OC1,-5.162
CC1(C)CCCN(CC(=O)N2CCCC2CO)Cc2cccnc2Oc2ccccc2OC1,-5.249
CC1(C)CCCN(CC(=O)NCC(C)(C)c2ccc(F)cc2)Cc2cccnc2Oc2ccccc2OC1,-6.921
CC1(C)CCCN(CC(=O)NCC(C)(C)c2ccccc2F)Cc2cccnc2Oc2ccccc2OC1,-7.155
CC1(C)CCCN(CC(=O)NCc2cc(F)cc(F)c2)Cc2cccnc2Oc2ccccc2OC1,-6.638
CC1(C)CCCN(CC(=O)NCC2CC2)Cc2cccnc2Oc2ccccc2OC1,-5.757
CC1(C)CCCN(CC(=O)NCc2ccc(Cl)cc2)Cc2cccnc2Oc2ccccc2OC1,-6.638
CC1(C)CCCN(CC(=O)NCc2ccc(Oc3cccnc3)cc2)Cc2cccnc2Oc2ccccc2OC1,-6.387
CC1(C)CCCN(CC(=O)NCc2cccc(CN3CCCCC3)c2)Cc2cccnc2Oc2ccccc2OC1,-5.369
CC1(C)CCCN(CC(=O)NCc2cccc(CN3CCOCC3)c2)Cc2cccnc2Oc2ccccc2OC1,-5.438
CC1(C)CCCN(CC(=O)NCc2cccc(N3CCCC3=O)c2)Cc2cccnc2Oc2ccccc2OC1,-5.231
CC1(C)CCCN(CC(=O)NCc2ccccn2)Cc2cccnc2Oc2ccccc2OC1,-5.052
CC1(C)CCCN(CC(=O)NCc2cccnc2)Cc2cccnc2Oc2ccccc2OC1,-4.939
CC1(C)CCCN(CC(=O)NCc2ccncc2)Cc2cccnc2Oc2ccccc2OC1,-4.937
CC1(C)CCCN(CC(=O)NCC2CCOCC2)Cc2cccnc2Oc2ccccc2OC1,-5.105
CC1(C)CCCN(CC(=O)NCc2nnc3n2CCCCC3)Cc2cccnc2Oc2ccccc2OC1,-6.18
CC1(C)CCCN(CC(=O)NCCc2c[nH]cn2)Cc2cccnc2Oc2ccccc2OC1,-6.229
CC1(C)CCCN(CC(=O)NCCc2ccc(Cl)cc2)Cc2cccnc2Oc2ccccc2OC1,-7.523
CC1(C)CCCN(CC(=O)NCCc2ccc(F)cc2)Cc2cccnc2Oc2ccccc2OC1,-6.77
CC1(C)CCCN(CC(=O)NCCc2ccc(S(N)(=O)=O)cc2)Cc2cccnc2Oc2ccccc2OC1,-6.585
CC1(C)CCCN(CC(=O)NCCc2ccc3c(c2)OCO3)Cc2cccnc2Oc2ccccc2OC1,-6.056
CC1(C)CCCN(CC(=O)NCCc2ccccc2)Cc2cccnc2Oc2ccccc2OC1,-6.658
CC1(C)CCCN(CC(=O)NCCc2ccccn2)Cc2cccnc2Oc2ccccc2OC1,-5.106
CC1(C)CCCN(CC(=O)NCCc2nccs2)Cc2cccnc2Oc2ccccc2OC1,-5.196
CC1(C)CCCN(CC(=O)NCCCN2CCCC2)Cc2cccnc2Oc2ccccc2OC1,-5.548
CC1(C)CCCN(CC(=O)NCCCO)Cc2cccnc2Oc2ccccc2OC1,-4.874
CC1(C)CCCN(CC(=O)NCCN2CCCC2)Cc2cccnc2Oc2ccccc2OC1,-4.972
CC1(C)CCCN(CC(=O)NCCN2CCCC2=O)Cc2cccnc2Oc2ccccc2OC1,-5.038
CC1(C)CCCN(CC(=O)NCCN2CCCCC2)Cc2cccnc2Oc2ccccc2OC1,-5.124
CC1(C)CCCN(CC(=O)NCCn2ccnc2)Cc2cccnc2Oc2ccccc2OC1,-5.234
CC1(C)CCCN(CC(=O)NCCO)Cc2cccnc2Oc2ccccc2OC1,-5.061
CC1(C)CCCN(CC(=O)NCCOc2ccccc2)Cc2cccnc2Oc2ccccc2OC1,-6.553
CC1(C)CCCN(CC(=O)NCCS(=O)(=O)N2CCCC2)Cc2cccnc2Oc2ccccc2OC1,-5.246
CC1(C)NC(=O)CC(C(=O)NCc2ccc(CN3CCOCC3)cc2)NC(=O)c2ccccc2OCCCNC(=O)C(Cc2ccccc2)NC1=O,-7.222
CC1(C)NC(=O)CC(C(=O)NCCc2cnccn2)NC(=O)c2ccccc2OCC(Cc2ccccc2)NC1=O,-7.301
CC1(NC(=O)CN2CCOC3(C/C=C/Cc4ccccc4OCCNC3=O)C2)CCS(=O)(=O)C1,-6.102
Cc1[nH]c(=O)[nH]c(=O)c1CC(=O)N1CCOC2(CCCCc3ccccc3OCCNC2=O)C1,-7.398
Cc1[nH]c2ccc(C(=O)N3CCCCN(C)C(=O)c4cc(Cl)ccc4OCC3)cc2c1C,-6.155
CC1C(=O)N(C)CCCCN(C(=O)c2cc(C(C)(C)C)n[nH]2)CCCCOc2ccc(Cl)cc2C(=O)N1C,-6.108
CC1C(=O)N(C)CCCCN(C(=O)COc2ccc(F)cc2)CCCCOc2ccc(Cl)cc2C(=O)N1C,-5.114
CC1C(=O)N(C)CCCCN(C(=O)COc2ccccc2F)CCCCOc2ccc(Cl)cc2C(=O)N1C,-5.112
Cc1c(C(=O)N2CCC3NC(=O)C(Cc4ccccc4)NC(=O)C4(C/C=C/CC3C2)CCOCC4)nnn1-c1ccc(Cl)cc1,-6.081
Cc1c(C(=O)N2CCCCN(C)C(=O)c3cc(Cl)ccc3OCC2)c2ccccc2n1C,-5.281
Cc1c(C(=O)N2CCCCNC(=O)c3cc(Cl)ccc3OCC(C(C)C)NC(=O)C2)c2ccccc2n1C,-5.676
Cc1c(C(=O)N2CCOC3(CCCCc4ccccc4OCCN(C(C)C)C3=O)C2)nnn1-c1ccc(F)cc1,-6.036
Cc1c(C(=O)N2CCOC3(CCCCc4ccccc4OCCN(C)C3=O)C2)nnn1-c1ccc(F)cc1,-5.51
Cc1c(C(=O)N2CCOC3(CCCCc4ccccc4OCCN(C)C3=O)C2)nnn1-c1ccccc1,-5.413
Cc1c(C(=O)N2CCOC3(CCCCc4ccccc4OCCN(C)C3=O)C2)nnn1-c1ccccc1F,-5.706
Cc1c(C(=O)N2CCOC3(CCCCc4ccccc4OCCNC3=O)C2)nnn1-c1ccc(Cl)cc1,-5.6
Cc1c(C(=O)N2CCOC3(CCCCc4ccccc4OCCNC3=O)C2)nnn1-c1ccc(F)cc1,-5.33
Cc1c(C(=O)N2CCOC3(CCCCc4ccccc4OCCNC3=O)C2)nnn1-c1ccccc1,-5.225
Cc1c(C(=O)N2CCOC3(CCCCc4ccccc4OCCNC3=O)C2)nnn1-c1ccccc1F,-5.364
Cc1c(C(=O)N2CCOC3(CCCCc4ccccc4OCCNC3=O)C2)oc2ccc(F)cc12,-6.0
Cc1c(C(=O)N2CCOC3(CCCCc4ccccc4OCCNC3=O)C2)oc2ccccc12,-6.244
Cc1c(CCC(=O)N2CCCCNC(=O)c3cc(Cl)ccc3OCC(C(C)C)NC(=O)C2)cnn1C,-6.658
Cc1c(CCC(=O)N2CCCCNC(=O)c3cc(Cl)ccc3OCC(CC(C)C)NC(=O)C2)cnn1C,-6.252
Cc1c(CCC(=O)N2CCCCOc3ccc(Cl)cc3C(=O)N(C)C(Cc3ccccc3)C(=O)N(C)CCCC2)cnn1C,-5.425
Cc1c(F)cccc1NC(=O)CN1CCC2(C/C=C/CNC(=O)c3ccccc3OCC(C(C)C)NC2=O)CC1,-5.842
Cc1c(F)cccc1NC(=O)CN1CCC2NC(=O)C(Cc3ccccc3)NC(=O)C3(C/C=C/CC2C1)CCOCC3,-5.509
Cc1c(NC(=O)CN2CCC3(C/C=C/CNC(=O)c4ccccc4OCC(C(C)C)NC3=O)CC2)cnn1C,-7.523
Cc1c[nH]nc1C1(C)CN(C(=O)CCc2ccc3c(c2)CN(C(C)C)CC(=O)NCCCCCO3)CCO1,-5.294
Cc1cc(C(=O)N2CCC3(CCCCc4ccccc4OCC(C)NC3=O)CC2)nn1C,-5.457
Cc1cc(C(=O)N2CCCC3(CCCCCOc4ccccc4C(=O)NC3)C2)no1,-5.038
Cc1cc(C(=O)N2CCCCC3(CCN(C)CC3)C(=O)OCC(O)C(O)CC2)no1,-5.804
Cc1cc(C(=O)N2CCCCC3(CCN(Cc4ccccc4)CC3)C(=O)OCC(O)C(O)CC2)no1,-5.889
Cc1cc(C(=O)N2CCCCC3(CCN(Cc4ccccn4)CC3)C(=O)OCC(O)C(O)CC2)no1,-6.824
Cc1cc(C(=O)N2CCCCC3(CCN(Cc4ccncc4)CC3)C(=O)OCC(O)C(O)CC2)no1,-7.301
Cc1cc(C(=O)N2CCCCC3(CO)CCN(CC3)C(=O)c3ccccc3OCC2)no1,-6.824
Cc1cc(C(=O)N2CCCCN(C)C(=O)c3ccccc3OCC2C(C)C)no1,-5.903
Cc1cc(C(=O)N2CCCCN(C)C(=O)c3ccccc3OCC2Cc2ccccc2)no1,-4.851
Cc1cc(C(=O)N2CCCCNC(=O)c3cc(Cl)ccc3OCC(C(C)C)NC(=O)C2)no1,-6.523
Cc1cc(C(=O)N2CCCCNC(=O)c3cc(Cl)ccc3OCC(CC(C)C)NC(=O)C2)no1,-5.939
Cc1cc(C(=O)N2CCCCOc3ccc(Cl)cc3C(=O)N(C)C(C)C(=O)N(C)CCCC2)on1,-5.298
Cc1cc(C(=O)N2CCCCOc3ccc(Cl)cc3C(=O)N(C)C(Cc3ccccc3)C(=O)N(C)CCCC2)on1,-5.511
Cc1cc(C(=O)N2CCOC3(CCCCc4ccccc4OCCN(C)C3=O)C2)nn1-c1ccccc1,-5.666
Cc1cc(C(=O)N2CCOC3(CCCCc4ccccc4OCCN(C)C3=O)C2)on1,-5.18
Cc1cc(C(=O)N2CCOC3(CCCCc4ccccc4OCCNC3=O)C2)nn1-c1ccccc1,-5.361
Cc1cc(C(=O)N2CCOC3(CCCCc4ccccc4OCCNC3=O)C2)on1,-5.202
Cc1cc(C(F)(F)F)nc(C2CCCN(C(=O)CCc3ccc4c(c3)CN(C(C)C)CC(=O)NCCCCCO4)C2)n1,-5.493
Cc1cc(C(F)F)n2nc(C(=O)N3CCOC4(CCCCc5ccccc5OCCNC4=O)C3)nc2n1,-7.301
Cc1cc(C)cc(CN2CCC3(CCCCOCC(C)NC(=O)C(CC(C)C)NC3=O)CC2)c1,-5.029
Cc1cc(C)n(CC(=O)N2CCC3NC(=O)C(Cc4ccccc4)NC(=O)C4(C/C=C/CC3C2)CCOCC4)c(=O)n1,-7.523
Cc1cc(C)n(CC(=O)N2CCCC3(CCCCCOc4ccccc4C(=O)NC3)C2)n1,-5.45
Cc1cc(C)n(CC(=O)N2CCCCN(C)C(=O)c3cc(Cl)ccc3OCCC2)n1,-6.854
Cc1cc(C)n(CC(=O)N2CCCCNC(=O)c3cc(Cl)ccc3OCCCC2)n1,-6.18
Cc1cc(C)n(CCNC(=O)c2ccc3c(c2)Cc2cccc(c2)CN(CC2CC2)CCCCCO3)n1,-5.231
Cc1cc(C)n(CCNC(=O)Cc2ccc3c(c2)CN(Cc2ccccc2)CC(=O)NCCCCCO3)n1,-5.25
Cc1cc(C)n(CCNC(=O)CN2CCCC(C)(C)COc3ccccc3Oc3ncccc3C2)n1,-5.232
Cc1cc(C)n(CCNC(=O)CN2CCCCCCOc3ccccc3Oc3ncccc3C2)n1,-4.905
Cc1cc(CCC(=O)N2CCC3(CCCCc4ccccc4OCCCC(=O)NC3)CC2)nc(C2CCCN(S(C)(=O)=O)C2)n1,-6.357
Cc1cc(CNC(=O)c2ccc3c(c2)Cc2cccc(c2)CN(C)CCCCCO3)[nH]n1,-6.149
Cc1cc(CNC(=O)c2ccc3c(c2)Cc2cccc(c2)CN(CC(C)C)CCOCCO3)[nH]n1,-5.567
Cc1cc(CNC(=O)Cc2ccc3c(c2)CN(Cc2ccccc2)CC(=O)NCCCCCO3)[nH]n1,-5.541
Cc1cc(CNC(=O)CN2CCCCCCOc3ccccc3Oc3ncccc3C2)[nH]n1,-5.301
Cc1cc(F)ccc1S(=O)(=O)N1CCCCN(C)C(=O)c2ccccc2OC2CCCCC21,-5.484
Cc1cc(N(C)C)cc(C2CCN(C(=O)CCc3ccc4c(c3)CN(C(C)C)CC(=O)NCCCCCO4)CC2)[nH+]1,-6.357
Cc1cc(N(C)C)nc(C2CCN(C(=O)CCc3ccc4c(c3)CN(C(C)C)CC(=O)NCCCCCO4)C2)n1,-5.382
Cc1cc(N(C)C)nc(C2CCN(C(=O)CCc3ccc4c(c3)CN(C(C)C)CC(=O)NCCCCCO4)CC2)n1,-5.142
Cc1cc(N=C2NCCCCCOc3ccccc3Oc3ncccc32)n(C)n1,-4.902
Cc1cc(NC(=O)CN2CCC3(C/C=C/CNC(=O)c4ccccc4OCC(C(C)C)NC3=O)CC2)no1,-5.979
Cc1cc(Nc2ccc3c(c2)CNCCCCCCCN3C(=O)c2cccnc2)n(C)n1,-5.373
Cc1cc(OCC(=O)N2CCOC3(CCCCc4ccccc4OCCNC3=O)C2)c2cccc(C)c2n1,-5.951
Cc1cc(OCCNC(=O)C2CC(=O)NC(C(C)C)C(=O)N3CCCC3COc3ccccc3C(=O)N2)ccc1Cl,-5.278
Cc1cc(OCCNC(=O)C2CC(=O)NC(CC(C)C)C(=O)N(C)CCOc3ccccc3C(=O)N2)ccc1Cl,-6.149
Cc1cc(OCCNC(=O)C2CC(=O)NC(CC(C)C)C(=O)N(C)CCOc3ccccc3C(=O)N2)ccc1Cl,-5.403
Cc1cc(OCCNC(=O)C2CC(=O)NC(Cc3ccccc3)C(=O)N(C)CCOc3ccccc3C(=O)N2)ccc1Cl,-6.42
Cc1cc(OCCNC(=O)C2CC(=O)NC(Cc3ccccc3)C(=O)N(C)CCOc3ccccc3C(=O)N2)ccc1Cl,-5.74
Cc1cc(S(N)(=O)=O)ccc1OCC(=O)N1CCOC2(CCCCc3ccccc3OCCN(C)C2=O)C1,-6.959
CC1Cc2cc(CNC(=O)c3ccc4c(c3)Cc3cccc(c3)CN(C)CCCCCO4)ccc2O1,-5.635
CC1Cc2cc(CNC(=O)CN3CCCC(C)(C)COc4ccccc4Oc4ncccc4C3)ccc2O1,-6.143
CC1Cc2cc(CNC(=O)CN3CCCCCCOc4ccccc4Oc4ncccc4C3)ccc2O1,-5.936
Cc1cc2cc(OCC(=O)N3CCOC4(CCCCc5ccccc5OCCNC4=O)C3)ccc2n1C,-6.119
Cc1cc2nc(C)n(CC(=O)N3CCOC4(C/C=C/Cc5ccccc5OCCNC4=O)C3)c2cc1C,-6.229
Cc1ccc(C(=O)N2CCCC3NC(=O)COc4ccccc4C/C=C/CC32)cc1F,-6.06
Cc1ccc(C(=O)N2CCCCC3(CCN(C)CC3)C(=O)OCC(O)C(O)CC2)cn1,-6.699
Cc1ccc(C(=O)N2CCCCC3(CCN(Cc4ccccc4)CC3)C(=O)OCC(O)C(O)CC2)cn1,-7.046
Cc1ccc(C(=O)N2CCCCC3(CCN(Cc4ccccn4)CC3)C(=O)OCC(O)C(O)CC2)cn1,-7.699
Cc1ccc(C(=O)N2CCCCC3(CCN(Cc4ccncc4)CC3)C(=O)OCC(O)C(O)CC2)cn1,-8.0
Cc1ccc(C(=O)N2CCCCC3(CO)CCN(CC3)C(=O)c3ccccc3OCC2)cc1,-6.538
Cc1ccc(C(=O)N2CCCCC3(CO)CCN(CC3)Cc3ccccc3OCC2)cn1,-7.523
Cc1ccc(C(=O)N2CCCCN(C)C(=O)c3cc(Cl)ccc3OCCC2)cc1F,-4.887
Cc1ccc(C(=O)N2CCCCN(C)C(=O)c3ccccc3OCC2Cc2ccccc2)cc1,-5.119
Cc1ccc(C(=O)N2CCCCNC(=O)c3cc(Cl)ccc3OCC(C(C)C)NC(=O)C2)cn1,-7.097
Cc1ccc(C(=O)N2CCCCNC(=O)c3cc(Cl)ccc3OCC(C)NC(=O)C2)cc1F,-6.585
Cc1ccc(C(=O)N2CCCCNC(=O)c3cc(Cl)ccc3OCC(CC(C)C)NC(=O)C2)cn1,-7.046
Cc1ccc(C(=O)N2CCCCNC(=O)c3cc(Cl)ccc3OCC(CC(C)C)NC(=O)C2)cn1,-6.921
Cc1ccc(C(=O)N2CCCCNC(=O)c3cc(Cl)ccc3OCC(Cc3ccccc3)NC(=O)C2)c(=O)n1C,-7.222
Cc1ccc(C(=O)N2CCCCNC(=O)c3cc(Cl)ccc3OCC(Cc3ccccc3)NC(=O)C2)cc1F,-6.208
Cc1ccc(C(=O)N2CCCCOc3ccc(Cl)cc3C(=O)N(C)C(C(C)C)C(=O)N(C)CCCC2)cc1F,-5.633
Cc1ccc(C(=O)N2CCOC3(CCCCc4ccccc4OCCN(C)C3=O)C2)cc1F,-5.86
Cc1ccc(C(=O)N2CCOC3(CCCCc4ccccc4OCCNC3=O)C2)cc1F,-5.292
Cc1ccc(C(C)C)c(OCCNC(=O)C2CC(=O)NC(C(C)C)C(=O)N3CCCC3COc3ccccc3C(=O)N2)c1,-5.365
Cc1ccc(C(C)C)c(OCCNC(=O)C2CC(=O)NC(CC(C)C)C(=O)N(C)CCOc3ccccc3C(=O)N2)c1,-5.793
Cc1ccc(C(C)C)c(OCCNC(=O)C2CC(=O)NC(CC(C)C)C(=O)N(C)CCOc3ccccc3C(=O)N2)c1,-5.695
Cc1ccc(C(C)C)cc1OCCNC(=O)C1CC(=O)NC(C(C)C)C(=O)N2CCCC2COc2ccccc2C(=O)N1,-5.288
Cc1ccc(C(C)C)cc1OCCNC(=O)C1CC(=O)NC(CC(C)C)C(=O)N(C)CCOc2ccccc2C(=O)N1,-5.699
Cc1ccc(C)c(NC(=O)CN2CCOC3(CCCCc4ccccc4OCCNC3=O)C2)c1,-5.706
Cc1ccc(-c2ccc3c(c2)CNCCCCCCCN3C(=O)c2cccnc2)cc1F,-6.432
Cc1ccc(-c2ccc3c(c2)CNCCCCCCCN3C(=O)c2ccncc2)cc1F,-5.503
Cc1ccc(CC(=O)N2CCCCC3(CCN(Cc4ccncc4)CC3)C(=O)OCC(O)C(O)CC2)cc1,-6.086
Cc1ccc(CC(=O)N2CCCCC3(CO)CCN(CC3)C(=O)c3ccccc3OCC2)cc1,-6.42
Cc1ccc(Cl)c(OCC(=O)N2CCOC3(CCCCc4ccccc4OCCNC3=O)C2)c1,-6.42
Cc1ccc(CN(CC2CCCO2)C(=O)CCc2ccc3c(c2)CN(C(C)C)CC(=O)NCCCCCO3)s1,-5.558
Cc1ccc(CN(CCCn2ccnc2)C(=O)CCc2ccc3c(c2)CN(C(C)C)CC(=O)NCCCCCO3)s1,-5.764
Cc1ccc(CN=C2NCCCCCOc3ccccc3Oc3ncccc32)cc1,-5.372
Cc1ccc(CN2CCC3(CCCCOCC(C)NC(=O)C(CC(C)C)NC3=O)CC2)c(C)c1,-5.107
Cc1ccc(CN2CCC3(CCCCOCC(C)NC(=O)C(CC(C)C)NC3=O)CC2)cc1,-4.79
Cc1ccc(CN2CCC3(CCCCOCC(C)NC(=O)C(CC(C)C)NC3=O)CC2)cc1C,-5.079
Cc1ccc(CNC(=O)c2ccc3c(c2)Cc2cccc(c2)CN(C)CCCCCO3)cc1,-5.764
Cc1ccc(CNC(=O)CN2CCCC(C)(C)COc3ccccc3Oc3ncccc3C2)cc1,-6.602
Cc1ccc(CNC(=O)CN2CCCCCCOc3ccccc3Oc3ncccc3C2)cc1,-6.523
Cc1ccc(CNc2ccc3c(c2)CNCCCCCCCN3C(=O)c2cccnc2)cc1,-7.398
Cc1ccc(F)c(NC(=O)CN2CCOC3(C/C=C/Cc4ccccc4OCCNC3=O)C2)c1,-5.616
CC1CCC(N(Cc2cccnc2)C(=O)CCc2ccc3c(c2)CN(C(C)C)CC(=O)NCCCCCO3)CC1,-5.616
Cc1ccc(NC(=O)CCc2ccc3c(c2)CN(C(C)C)CC(=O)NCCCCCO3)cn1,-5.074
Cc1ccc(NC(=O)CN2CCC3NC(=O)C(Cc4ccccc4)NC(=O)C4(C/C=C/CC3C2)CCOCC4)cc1F,-5.435
Cc1ccc(NC(=O)CN2CCCCCCOc3ccccc3Oc3ncccc3C2)cn1,-5.04
Cc1ccc(Oc2cccc(F)c2OCC(C)NC(=O)C2CC(=O)NC(CC(C)C)C(=O)N(C)CCOc3ccccc3C(=O)N2)cc1,-5.907
Cc1ccc(OCCN(C)C(=O)C2CC(=O)NC(Cc3ccccc3)C(=O)N(C)CCOc3ccccc3C(=O)N2)cc1,-5.452
Cc1ccc(OCCNC(=O)C2CC(=O)NC(CC(C)C)C(=O)N(C)CCOc3ccccc3C(=O)N2)c(C)c1,-6.252
Cc1ccc(OCCNC(=O)C2CC(=O)NC(CC(C)C)C(=O)N(C)CCOc3ccccc3C(=O)N2)c(C)c1,-5.378
