system	functional	method	converged	scf_evaluations	accepted_iterations	hamiltonian_matvecs	inner_scf_time_s	total_wall_time_s	final_energy_Ha	final_density_residual
Si2_HSE06	HSE06	Vanilla_EXX	true	26	26	1253	14.773760394	14.84562395	-8.39857486378113	9.354804916709904e-7
Si2_HSE06	HSE06	ACE_occupied	true	26	26	1253	5.364869785	5.438812451	-8.398574879344718	9.397096317546256e-7
Si2_HSE06	HSE06	ACE_full	true	26	26	1266	6.281838595	6.35201926	-8.3985748789286	9.401417387093223e-7
Si2_HSE06	HSE06	AdaptiveEXX	true	39	39	1989	7.650516148	7.723801782	-8.398574883612037	8.087264707993985e-7
MgO2_HSE06	HSE06	Vanilla_EXX	true	26	26	1762	16.798253314	16.853817553	-78.79916091947231	9.455220937273956e-7
MgO2_HSE06	HSE06	ACE_occupied	true	26	26	1715	4.54121065	4.596787365	-78.79916088681819	9.572524602290522e-7
MgO2_HSE06	HSE06	ACE_full	true	26	26	1723	5.274798891	5.330259547	-78.79916102210514	9.535818557506168e-7
MgO2_HSE06	HSE06	AdaptiveEXX	true	40	40	2883	5.511273461	5.566336321	-78.79916096781157	9.083552517896375e-7
