system	functional	call	action	probe_defect	probe_stderr	defect_score	full_defect	replicate_defect	energy_defect_Ha	ace_rank	operator_memory_MiB	exx_call_time_s	probes_used
MgO2	PBE0	3	reuse	0.000560028500834021	0.0	0.000560028500834021	NaN	NaN	NaN	8	0.24388885498046875	0.009522982	1
MgO2	PBE0	4	reuse	0.0008478854167043842	0.0	0.0008478854167043842	NaN	NaN	NaN	8	0.24388885498046875	0.009491356	1
MgO2	PBE0	5	reuse	0.0010218624987263112	0.0	0.0010218624987263112	NaN	NaN	NaN	8	0.24388885498046875	0.009501423	1
MgO2	PBE0	6	reuse	0.0011122849737195165	0.0	0.0011122849737195165	NaN	NaN	NaN	8	0.24388885498046875	0.010613318	1
MgO2	PBE0	7	rebuild	NaN	NaN	NaN	NaN	NaN	NaN	8	0.24388885498046875	0.0640949	0
MgO2	PBE0	8	reuse	0.0002829459953038308	0.0	0.0002829459953038308	NaN	NaN	NaN	8	0.24388885498046875	0.012443958	1
MgO2	PBE0	9	reuse	0.00021985518484540493	0.0	0.00021985518484540493	NaN	NaN	NaN	8	0.24388885498046875	0.011567459	1
MgO2	PBE0	10	reuse	0.0001884964123397191	0.0	0.0001884964123397191	NaN	NaN	NaN	8	0.24388885498046875	0.010136553	1
MgO2	PBE0	11	reuse	0.0001896003990873495	0.0	0.0001896003990873495	NaN	NaN	NaN	8	0.24388885498046875	0.010230936	1
MgO2	PBE0	12	rebuild	NaN	NaN	NaN	NaN	NaN	NaN	8	0.24388885498046875	0.268167541	0
MgO2	PBE0	13	reuse	4.3981738398841926e-5	0.0	4.3981738398841926e-5	NaN	NaN	NaN	8	0.24388885498046875	0.016661006	1
MgO2	PBE0	14	reuse	3.2897041960945454e-5	0.0	3.2897041960945454e-5	NaN	NaN	NaN	8	0.24388885498046875	0.009452673	1
MgO2	PBE0	15	reuse	2.9059779901811054e-5	0.0	2.9059779901811054e-5	NaN	NaN	NaN	8	0.24388885498046875	0.009577029	1
MgO2	PBE0	16	reuse	3.0114949276563816e-5	0.0	3.0114949276563816e-5	NaN	NaN	NaN	8	0.24388885498046875	0.009443574	1
MgO2	PBE0	17	rebuild	NaN	NaN	NaN	NaN	NaN	NaN	8	0.24388885498046875	0.060080036	0
MgO2	PBE0	18	reuse	6.381286677949175e-6	0.0	6.381286677949175e-6	NaN	NaN	NaN	8	0.24388885498046875	0.011062612	1
MgO2	PBE0	19	reuse	5.487629054899771e-6	0.0	5.487629054899771e-6	NaN	NaN	NaN	8	0.24388885498046875	0.01048674	1
MgO2	PBE0	20	reuse	5.084123693951544e-6	0.0	5.084123693951544e-6	NaN	NaN	NaN	8	0.24388885498046875	0.009648598	1
MgO2	PBE0	21	reuse	5.030952780798128e-6	0.0	5.030952780798128e-6	NaN	NaN	NaN	8	0.24388885498046875	0.01027337	1
MgO2	PBE0	22	rebuild	NaN	NaN	NaN	NaN	NaN	NaN	8	0.24388885498046875	0.061926341	0
MgO2	PBE0	23	reuse	1.0714221852508917e-6	0.0	1.0714221852508917e-6	NaN	NaN	NaN	8	0.24388885498046875	0.009481796	1
MgO2	PBE0	24	reuse	9.345918368085995e-7	0.0	9.345918368085995e-7	NaN	NaN	NaN	8	0.24388885498046875	0.010016097	1
MgO2	PBE0	25	reuse	9.114865953820929e-7	0.0	9.114865953820929e-7	NaN	NaN	NaN	8	0.24388885498046875	0.044517535	1
MgO2	PBE0	26	reuse	8.96431254563638e-7	0.0	8.96431254563638e-7	NaN	NaN	NaN	8	0.24388885498046875	0.009461304	1
MgO2	PBE0	27	rebuild	NaN	NaN	NaN	NaN	NaN	NaN	8	0.24388885498046875	0.078666608	0
MgO2	PBE0	28	reuse	1.8628038705154132e-7	0.0	1.8628038705154132e-7	NaN	NaN	NaN	8	0.24388885498046875	0.009496133	1
LiF2	PBE0	1	rebuild	NaN	NaN	NaN	NaN	NaN	NaN	5	0.16139984130859375	0.023406061	0
LiF2	PBE0	2	rebuild	0.005905771192533288	0.0	0.005905771192533288	NaN	NaN	NaN	5	0.16139984130859375	0.02819999	1
LiF2	PBE0	3	reuse	0.0006287325360212919	0.0	0.0006287325360212919	NaN	NaN	NaN	5	0.16139984130859375	0.006181702	1
LiF2	PBE0	4	reuse	0.000985178456325064	0.0	0.000985178456325064	NaN	NaN	NaN	5	0.16139984130859375	0.00620797	1
LiF2	PBE0	5	reuse	0.0013240165803475447	0.0	0.0013240165803475447	NaN	NaN	NaN	5	0.16139984130859375	0.006173799	1
LiF2	PBE0	6	reuse	0.0013018114218587323	0.0	0.0013018114218587323	NaN	NaN	NaN	5	0.16139984130859375	0.006225279	1
LiF2	PBE0	7	rebuild	NaN	NaN	NaN	NaN	NaN	NaN	5	0.16139984130859375	0.024998175	0
LiF2	PBE0	8	reuse	0.0002973834789863254	0.0	0.0002973834789863254	NaN	NaN	NaN	5	0.16139984130859375	0.007435203	1
