system	method	evaluation	accepted_iteration	density_residual	elapsed_s
LiF2	AdaptiveEXX	24	24	1.6604035478963378e-6	1.671810158
LiF2	AdaptiveEXX	25	25	1.1497750842586026e-6	1.728935412
LiF2	AdaptiveEXX	26	26	7.892481546272463e-7	1.783872837
Si8	Vanilla_EXX	1	1	0.013426680257508648	4.059512657
Si8	Vanilla_EXX	2	2	0.010469666496550002	8.146948777
Si8	Vanilla_EXX	3	3	0.009292493649534972	20.140767391
Si8	Vanilla_EXX	4	4	0.006579428326036494	30.591808963
Si8	Vanilla_EXX	5	5	0.00445191878422433	40.763947489
Si8	Vanilla_EXX	6	6	0.002993156546425486	51.119081972
Si8	Vanilla_EXX	7	7	0.002015659152492445	60.071060903
Si8	Vanilla_EXX	8	8	0.0013603866784786215	69.404686908
Si8	Vanilla_EXX	9	9	0.00091954468116026	78.315228853
Si8	Vanilla_EXX	10	10	0.0006222117385385908	87.301459865
Si8	Vanilla_EXX	11	11	0.0004212869534012427	96.323882433
Si8	Vanilla_EXX	12	12	0.0002853934547232438	105.340415475
Si8	Vanilla_EXX	13	13	0.00019342752916625737	114.350403618
Si8	Vanilla_EXX	14	14	0.00013116000018372775	123.344406847
Si8	Vanilla_EXX	15	15	8.898341154294122e-5	132.353722942
Si8	Vanilla_EXX	16	16	6.0403149564761005e-5	141.350560471
Si8	Vanilla_EXX	17	17	4.102776960550425e-5	150.339242241
Si8	Vanilla_EXX	18	18	2.788627448944979e-5	159.340075599
Si8	Vanilla_EXX	19	19	1.8968053123032715e-5	168.30058153
Si8	Vanilla_EXX	20	20	1.2912331780743e-5	177.280290106
Si8	Vanilla_EXX	21	21	8.797559049419575e-6	186.297374486
Si8	Vanilla_EXX	22	22	5.9996795252893715e-6	195.0334697
Si8	Vanilla_EXX	23	23	4.095646425414197e-6	204.035257846
Si8	Vanilla_EXX	24	24	2.798894808663301e-6	212.736623669
Si8	Vanilla_EXX	25	25	1.9148570968769754e-6	221.710637373
Si8	Vanilla_EXX	26	26	1.311628942314846e-6	230.71912273
Si8	Vanilla_EXX	27	27	8.99570891157828e-7	239.721490548
Si8	ACE_occupied	1	1	0.013181623395512538	1.714910246
Si8	ACE_occupied	2	2	0.010526620399442615	3.429526116
Si8	ACE_occupied	3	3	0.009255789858234116	5.523129033
Si8	ACE_occupied	4	4	0.00662110213502272	7.590076056
Si8	ACE_occupied	5	5	0.004507759579482864	9.605336651
Si8	ACE_occupied	6	6	0.0030374145781510526	11.615128583
Si8	ACE_occupied	7	7	0.002046274516466415	13.615657772
Si8	ACE_occupied	8	8	0.0013807792191403948	15.580624905
Si8	ACE_occupied	9	9	0.0009329165766517618	17.511012916
Si8	ACE_occupied	10	10	0.0006309259761645283	19.466637876
Si8	ACE_occupied	11	11	0.00042694045862247176	21.403370813
Si8	ACE_occupied	12	12	0.0002890507311753269	23.369410921
Si8	ACE_occupied	13	13	0.0001957884108411539	25.319255181
Si8	ACE_occupied	14	14	0.00013268207833687392	27.282118193
Si8	ACE_occupied	15	15	8.99641631878838e-5	29.228832454
Si8	ACE_occupied	16	16	6.1034977130223155e-5	31.221004149
Si8	ACE_occupied	17	17	4.143491511295788e-5	33.156718302
Si8	ACE_occupied	18	18	2.8148731141111385e-5	35.108465457
Si8	ACE_occupied	19	19	1.9137412460695355e-5	37.04553679
Si8	ACE_occupied	20	20	1.3021679137399812e-5	39.005250793
Si8	ACE_occupied	21	21	8.868273664745369e-6	40.953816557
Si8	ACE_occupied	22	22	6.045484794372668e-6	42.914374745
Si8	ACE_occupied	23	23	4.125390112720426e-6	44.858387409
Si8	ACE_occupied	24	24	2.8182442824801833e-6	46.797988014
Si8	ACE_occupied	25	25	1.92748588213568e-6	48.737727837
Si8	ACE_occupied	26	26	1.319895873006077e-6	50.693620986
Si8	ACE_occupied	27	27	9.05005459212232e-7	52.64872556
Si8	ACE_full	1	1	0.01321155522006725	1.951770326
Si8	ACE_full	2	2	0.010550096431380947	3.904171056
Si8	ACE_full	3	3	0.009245958497479558	6.228626638
Si8	ACE_full	4	4	0.006610078320168874	8.480603762
Si8	ACE_full	5	5	0.004499881931007733	10.735726466
Si8	ACE_full	6	6	0.0030319886801049006	12.990679104
Si8	ACE_full	7	7	0.002042477217945181	15.186527778
Si8	ACE_full	8	8	0.0013780296665614313	17.380781722
Si8	ACE_full	9	9	0.0009309548383921383	19.555979009
Si8	ACE_full	10	10	0.0006295389796919058	21.740278413
Si8	ACE_full	11	11	0.0004259727663402795	23.933496037
Si8	ACE_full	12	12	0.0002883818969463541	26.124239797
Si8	ACE_full	13	13	0.0001953297234233213	28.314809107
Si8	ACE_full	14	14	0.00013236902495778908	30.508353957
Si8	ACE_full	15	15	8.975061308267846e-5	32.695802368
Si8	ACE_full	16	16	6.088948001843057e-5	34.891973784
Si8	ACE_full	17	17	4.133565804572658e-5	37.076480901
Si8	ACE_full	18	18	2.8080928641972638e-5	39.267551546
Si8	ACE_full	19	19	1.909099733148751e-5	41.465143428
Si8	ACE_full	20	20	1.2989876348563968e-5	43.657478508
Si8	ACE_full	21	21	8.846432172771533e-6	45.872271954
Si8	ACE_full	22	22	6.030424569484852e-6	48.052364372
Si8	ACE_full	23	23	4.115043236002266e-6	50.231348102
Si8	ACE_full	24	24	2.8110652919151556e-6	52.429846321
Si8	ACE_full	25	25	1.922548023260145e-6	54.608109019
Si8	ACE_full	26	26	1.3164626585430827e-6	56.806144739
Si8	ACE_full	27	27	9.026201301574392e-7	58.992811335
Si8	AdaptiveEXX	1	1	0.013181623395512635	1.76383784
Si8	AdaptiveEXX	2	2	0.01052662039931067	3.614331648
Si8	AdaptiveEXX	3	3	0.008774883565833749	4.616561077
Si8	AdaptiveEXX	4	4	0.006682402528144819	6.746431033
Si8	AdaptiveEXX	5	5	0.004485940905597026	7.609489705
Si8	AdaptiveEXX	6	6	0.0030251325035049537	8.23947735
Si8	AdaptiveEXX	7	7	0.002046632803481774	9.089937035
Si8	AdaptiveEXX	8	8	0.0013878642110971321	9.928048756
Si8	AdaptiveEXX	9	9	0.0010882025454910875	12.034391313
Si8	AdaptiveEXX	10	10	0.0007376474632865909	12.859525456
Si8	AdaptiveEXX	11	11	0.000500463547397622	13.490706121
Si8	AdaptiveEXX	12	12	0.0003398363653468784	14.320992219
Si8	AdaptiveEXX	13	13	0.00023095196569092877	15.139958436
Si8	AdaptiveEXX	14	14	0.0001917605310261796	17.270334308
Si8	AdaptiveEXX	15	15	0.00012835480454138193	18.168492479
Si8	AdaptiveEXX	16	16	8.621596962340296e-5	18.819932643
Si8	AdaptiveEXX	17	17	5.808776434449571e-5	19.676403179
Si8	AdaptiveEXX	18	18	3.9237536471330145e-5	20.357488137
Si8	AdaptiveEXX	19	19	3.352065126591612e-5	22.689995835
Si8	AdaptiveEXX	20	20	2.2220746888885202e-5	23.563654382
Si8	AdaptiveEXX	21	21	1.4808220804845436e-5	24.244590273
Si8	AdaptiveEXX	22	22	9.914745501877926e-6	25.120297715
Si8	AdaptiveEXX	23	23	6.6654473406859586e-6	25.976085309
Si8	AdaptiveEXX	24	24	5.783177490307136e-6	28.201295979
Si8	AdaptiveEXX	25	25	3.814431369334205e-6	29.100601586
Si8	AdaptiveEXX	26	26	2.5315118073806333e-6	29.828000691
Si8	AdaptiveEXX	27	27	1.6895978873143328e-6	30.72456345
Si8	AdaptiveEXX	28	28	1.1334206790354458e-6	31.574550503
Si8	AdaptiveEXX	29	29	1.0060670544473078e-6	33.760079105
Si8	AdaptiveEXX	30	30	6.612144885719352e-7	34.632216638
