# [[3, 2, 5], [4, 2, 5]]
9.000000114591736633e+01 9.000000000000001421e+01
8.999999427041304045e+01 8.999999083266814637e+01
8.999998510307413824e+01 8.999997593575513122e+01
8.999997822756603227e+01 8.999996333067292653e+01
9.000003323161089952e+01 9.000006187949347236e+01
9.000003323162104607e+01 9.000008365190944915e+01
9.000003781530358538e+01 9.000011344574957661e+01
9.000005042041007641e+01 9.000018793036312559e+01
9.000008136015573257e+01 9.000034950480186069e+01
9.000015584445580430e+01 9.000071161550427234e+01
9.000037700441529864e+01 9.000146219610702758e+01
9.000091213743225182e+01 9.000313984397473632e+01
9.000222645664304366e+01 9.000683899017309386e+01
9.000542335102012714e+01 9.001499166425254828e+01
9.001312870282646372e+01 9.003298216939468546e+01
9.003149828035596158e+01 9.007267675837144338e+01
9.007502477016863907e+01 9.016025892851168066e+01
9.017706312515312561e+01 9.035042253928784817e+01
9.040749332572158892e+01 9.073172812898340567e+01
9.083878295651467738e+01 9.136304651182112480e+01
9.150758687539465086e+01 9.228519179944539985e+01
9.244820486484235289e+01 9.354430473007943192e+01
9.367478795279325254e+01 9.516637606373562619e+01
9.518825803502559779e+01 9.716772429841218184e+01
9.697281747000870666e+01 9.955091854413923613e+01
9.899199589687640355e+01 1.022998911728626439e+02
1.011850015864878856e+02 1.053741151202846567e+02
1.034649130050727166e+02 1.087024077417696049e+02
1.057245345634769080e+02 1.121811318232036001e+02
1.078564057130132170e+02 1.156861813147183398e+02
1.097839228302219254e+02 1.191020935142275761e+02
1.114817690417792164e+02 1.223538578922832301e+02
1.129682438521776930e+02 1.254169976564619731e+02
1.142785424134398653e+02 1.283016858530686193e+02
1.154426101951397357e+02 1.310292017642069879e+02
1.164780162886404469e+02 1.336169108143870119e+02
1.173924060700940259e+02 1.360725865251449420e+02
1.181881631043782903e+02 1.383960708425260862e+02
1.188653453673771168e+02 1.405852895437656684e+02
5.881106552704205370e+01 6.620313455832349803e+01
5.791586937740867569e+01 6.648879830259545543e+01
5.716142430432690702e+01 6.688575812832743850e+01
5.655657784834741619e+01 6.736656037913728312e+01
5.609596601051485720e+01 6.789955460363518114e+01
5.576597650714553112e+01 6.844529658571897812e+01
5.555219824827586450e+01 6.895601322301774871e+01
5.544093521982052408e+01 6.938074613791607703e+01
5.542121887743848418e+01 6.967219260647578949e+01
5.548451699612783017e+01 6.979371832908209683e+01
5.562604422501790680e+01 6.972471487408206769e+01
5.584591378261435324e+01 6.946282275932111361e+01
5.614854517712334570e+01 6.902282666009884338e+01
5.654033495260839715e+01 6.843288203229153055e+01
5.702641138104866769e+01 6.772948683147022564e+01
5.760762751439115448e+01 6.695241911263089207e+01
5.827843925508246770e+01 6.613920564735211371e+01
5.902552305923312304e+01 6.531997765271881917e+01
5.982767065567016829e+01 6.451366428595214586e+01
6.065747817303495282e+01 6.372734700301013788e+01
8.577712317888341431e+01 3.800299239532007078e+01
8.496991125690863100e+01 3.796055590090648479e+01
8.430308763905894409e+01 3.784985642211485413e+01
8.379424634542922945e+01 3.770507516162261652e+01
8.345291582644892969e+01 3.755320791858201090e+01
8.328124043885370043e+01 3.741289849795811762e+01
8.327517164787366255e+01 1.145244309412408512e+02
8.342612236384451307e+01 1.146664527859217912e+02
8.372258937744589957e+01 1.147157531843072036e+02
8.415175211821872381e+01 1.146649622052980533e+02
8.470081177977802156e+01 1.145040169434364685e+02
8.535794983654992052e+01 1.142210256538476756e+02
8.611289328533021603e+01 1.138029336564240026e+02
8.695743807691320626e+01 1.132359670759269363e+02
8.788606265785161042e+01 1.125055662558475547e+02
8.889660218369546385e+01 1.115966111390340245e+02
8.998969185965036388e+01 1.104943847687654710e+02
9.116545425926973678e+01 1.091868556962329251e+02
9.241891620537870722e+01 1.076670235840887671e+02
9.373715709245414018e+01 1.059348864524345544e+02
9.509975548984583327e+01 1.039988559843851732e+02
9.648114820765343325e+01 1.018769493982641876e+02
9.785448296195428952e+01 9.959708498582418201e+01
9.919515299827089905e+01 9.719535673878145587e+01
1.004799259423527502e+02 9.471181139538668958e+01
1.016852251967689114e+02 9.218806242436870946e+01
1.027872404032107880e+02 8.966585300446669748e+01
1.037631156921482614e+02 8.718574092340303139e+01
1.045922820969023093e+02 8.478610275768284055e+01
1.052583015589481477e+02 8.250228495392575212e+01
1.057511219597995051e+02 8.036578633158917739e+01
1.060692007919822402e+02 7.840282713523720304e+01
1.062201554176017169e+02 7.663301105564332261e+01
1.062194756917449894e+02 7.506847210327303799e+01
1.060885711608474509e+02 7.371431225386456276e+01
1.058532928381847285e+02 7.256933076151857165e+01
1.055428665895903464e+02 1.443444928129223968e+02
1.051914417155678905e+02 1.431413424386476549e+02
1.048346529125616797e+02 1.418678886548538571e+02
1.045047294011232992e+02 1.405275353462078272e+02
1.042274653881224253e+02 1.391247621551484031e+02
1.040215882383562445e+02 1.376671881372370194e+02
1.038994647664242166e+02 1.361658602347500562e+02
1.038689124006477869e+02 1.346343602042918803e+02
