# [[2, 4], [2, 5]]
1.929358500000000198e+00 1.929359999999999964e+00
1.929358500000024401e+00 1.929359845651200001e+00
1.929358461412988168e+00 1.929359807064000121e+00
1.929358422826040753e+00 1.929359729889600583e+00
1.929358345652435691e+00 1.929359961412801860e+00
1.929358307066160627e+00 1.929359768476811121e+00
1.929358152719107267e+00 1.929359421192037516e+00
1.929357921201903192e+00 1.929357916291371877e+00
1.929357419590975731e+00 1.929354018984741348e+00
1.929356339245855256e+00 1.929344835234018118e+00
1.929353947237461897e+00 1.929323149240649293e+00
1.929348624066565154e+00 1.929274259316777540e+00
1.929336632307171451e+00 1.929164363230780666e+00
1.929309702421232231e+00 1.928916904670831656e+00
1.929249172176247695e+00 1.928359440532762648e+00
1.929113650322575646e+00 1.927105533898500367e+00
1.928811313437539532e+00 1.924287074164638955e+00
1.928151935167252473e+00 1.918034325003902474e+00
1.926811583044884868e+00 1.905010525273804545e+00
1.924502365229637579e+00 1.882539373872594402e+00
1.920917396053893444e+00 1.849218035883288591e+00
1.915639143530402988e+00 1.803878114431890944e+00
1.908876606334310555e+00 1.746820469329679826e+00
1.901150806969042595e+00 1.679325968490958942e+00
1.893218674290928716e+00 1.603826007602475512e+00
1.885922516415149852e+00 1.524182027741069367e+00
1.879970383893929897e+00 1.446076628266680153e+00
1.875679009529714447e+00 1.377328576873545929e+00
1.872763192689470557e+00 1.327478035904310794e+00
1.870391274590301078e+00 1.305596991177684574e+00
1.867645417424142584e+00 1.316548927849547468e+00
1.864094559062805079e+00 1.358582069860302832e+00
1.859954450255264735e+00 1.424670897641844292e+00
1.855750294864295880e+00 1.506260718438707569e+00
1.851895337897014437e+00 1.596221886505310161e+00
1.848500690148229042e+00 1.689788489058760446e+00
1.845396113120397530e+00 1.784217372239841337e+00
1.842233172795840979e+00 1.877921989676314851e+00
1.838553649003744850e+00 1.969710573809676513e+00
1.833827631657160895e+00 1.963620935838624737e+00
1.827526559882465262e+00 1.912109036825656583e+00
1.819215669158405602e+00 1.870128094889421666e+00
