 #energy          xx(cm^-1)       yy(cm^-1)       zz(cm^-1)       xy(cm^-1)       yz(cm^-1)       zx(cm^-1)
  0.94430000E+00  0.81364058E+05  0.81366872E+05  0.81372501E+05  0.22445791E+04  0.62394748E+04  0.78341336E+04
  0.94880000E+00  0.81709362E+05  0.81709362E+05  0.81715020E+05  0.22552755E+04  0.62692086E+04  0.78714666E+04
  0.95320000E+00  0.82045634E+05  0.82048478E+05  0.82054166E+05  0.22657342E+04  0.62611234E+04  0.78784075E+04
  0.95770000E+00  0.82395810E+05  0.82398669E+05  0.82404386E+05  0.22764306E+04  0.62906817E+04  0.78857869E+04
  0.96220000E+00  0.82748495E+05  0.82751368E+05  0.82757114E+05  0.22871270E+04  0.62825070E+04  0.79228403E+04
  0.96660000E+00  0.83098021E+05  0.83100908E+05  0.83106683E+05  0.22975857E+04  0.63112360E+04  0.79288650E+04
  0.97110000E+00  0.83455868E+05  0.83458770E+05  0.83464574E+05  0.23082821E+04  0.63406179E+04  0.79657778E+04
  0.97550000E+00  0.83810678E+05  0.83813594E+05  0.83819425E+05  0.23187408E+04  0.63308611E+04  0.79712703E+04
  0.98000000E+00  0.84176789E+05  0.84179720E+05  0.84185579E+05  0.23294372E+04  0.63600655E+04  0.80080419E+04
  0.98440000E+00  0.84540008E+05  0.84540008E+05  0.84545896E+05  0.23398959E+04  0.63886209E+04  0.80129982E+04
  0.98890000E+00  0.84911680E+05  0.84914637E+05  0.84920552E+05  0.23505923E+04  0.63785721E+04  0.80183673E+04
  0.99330000E+00  0.85280571E+05  0.85283543E+05  0.85289485E+05  0.23610510E+04  0.64069529E+04  0.80540441E+04
  0.99780000E+00  0.85660953E+05  0.85663938E+05  0.85669907E+05  0.23717474E+04  0.64359786E+04  0.80588662E+04
  0.10022000E+01  0.86038692E+05  0.86041690E+05  0.86047686E+05  0.22713444E+04  0.64243320E+04  0.80944034E+04
  0.10067000E+01  0.86428028E+05  0.86431039E+05  0.86437062E+05  0.22815430E+04  0.64531780E+04  0.80986741E+04
  0.10112000E+01  0.86820415E+05  0.86823440E+05  0.86829489E+05  0.22917416E+04  0.64820240E+04  0.81348756E+04
  0.10156000E+01  0.87210344E+05  0.87213382E+05  0.87219456E+05  0.23017136E+04  0.64694122E+04  0.81377863E+04
  0.10201000E+01  0.87612016E+05  0.87615066E+05  0.87621166E+05  0.23119122E+04  0.64980774E+04  0.81738439E+04
  0.10245000E+01  0.88011355E+05  0.88011355E+05  0.88017480E+05  0.23218841E+04  0.65261055E+04  0.81761978E+04
  0.10290000E+01  0.88422541E+05  0.88425616E+05  0.88431766E+05  0.23320828E+04  0.65131527E+04  0.82121108E+04
  0.10334000E+01  0.88831515E+05  0.88831515E+05  0.88837690E+05  0.23420547E+04  0.65410029E+04  0.82139035E+04
  0.10379000E+01  0.89252440E+05  0.89255540E+05  0.89258639E+05  0.23522533E+04  0.65694861E+04  0.82496714E+04
  0.10423000E+01  0.89671268E+05  0.89671268E+05  0.89677491E+05  0.23622253E+04  0.65549093E+04  0.82508983E+04
  0.10468000E+01  0.90102150E+05  0.90105273E+05  0.90111520E+05  0.23724239E+04  0.65832093E+04  0.82865206E+04
  0.10512000E+01  0.90531045E+05  0.90534179E+05  0.90540448E+05  0.23823959E+04  0.66108804E+04  0.82871771E+04
  0.10557000E+01  0.90975241E+05  0.90978387E+05  0.90984679E+05  0.23925945E+04  0.65959279E+04  0.83226530E+04
  0.10602000E+01  0.91426200E+05  0.91429357E+05  0.91435672E+05  0.24027931E+04  0.66240436E+04  0.83235196E+04
  0.10646000E+01  0.91872190E+05  0.91875358E+05  0.91881694E+05  0.24127651E+04  0.66515344E+04  0.83580635E+04
  0.10691000E+01  0.92336856E+05  0.92336856E+05  0.92343213E+05  0.24229637E+04  0.66355595E+04  0.83583469E+04
  0.10735000E+01  0.92796646E+05  0.92799835E+05  0.92806213E+05  0.24329357E+04  0.66628688E+04  0.83927466E+04
  0.10780000E+01  0.93272072E+05  0.93275272E+05  0.93281671E+05  0.24431343E+04  0.66907989E+04  0.83924420E+04
  0.10824000E+01  0.93745899E+05  0.93749109E+05  0.93755528E+05  0.24531063E+04  0.66731706E+04  0.84266969E+04
  0.10869000E+01  0.94238719E+05  0.94238719E+05  0.94245157E+05  0.24633049E+04  0.67009138E+04  0.84257992E+04
  0.10913000E+01  0.94726828E+05  0.94730056E+05  0.94733285E+05  0.24732769E+04  0.67280405E+04  0.84599086E+04
  0.10958000E+01  0.95234081E+05  0.95234081E+05  0.95240557E+05  0.24834755E+04  0.67557837E+04  0.84584128E+04
  0.11002000E+01  0.95736694E+05  0.95739941E+05  0.95746435E+05  0.24934475E+04  0.67369241E+04  0.84923761E+04
  0.11047000E+01  0.96261855E+05  0.96261855E+05  0.96268366E+05  0.25036461E+04  0.67644792E+04  0.84902770E+04
  0.11092000E+01  0.96791182E+05  0.96794447E+05  0.96800975E+05  0.25138447E+04  0.67920344E+04  0.85248621E+04
  0.11136000E+01  0.97322508E+05  0.97325780E+05  0.97332324E+05  0.23943027E+04  0.67721108E+04  0.85213859E+04
  0.11181000E+01  0.97873368E+05  0.97873368E+05  0.97879928E+05  0.24039780E+04  0.67994765E+04  0.85558203E+04
  0.11225000E+01  0.98423050E+05  0.98426338E+05  0.98429626E+05  0.24134382E+04  0.68262342E+04  0.85894896E+04
  0.11270000E+01  0.98992416E+05  0.98995711E+05  0.98999006E+05  0.24231135E+04  0.68535999E+04  0.85860166E+04
  0.11314000E+01  0.99563975E+05  0.99567276E+05  0.99570578E+05  0.24325737E+04  0.68324102E+04  0.86195378E+04
  0.11359000E+01  0.10015537E+06  0.10015537E+06  0.10016199E+06  0.24422490E+04  0.68595852E+04  0.86154446E+04
  0.11403000E+01  0.10074573E+06  0.10074904E+06  0.10075567E+06  0.24517092E+04  0.68861564E+04  0.86488172E+04
  0.11448000E+01  0.10135938E+06  0.10136270E+06  0.10136934E+06  0.24613845E+04  0.69133314E+04  0.86440982E+04
  0.11492000E+01  0.10197869E+06  0.10197869E+06  0.10198534E+06  0.24708447E+04  0.68908567E+04  0.86773215E+04
  0.11537000E+01  0.10261481E+06  0.10261814E+06  0.10262480E+06  0.24805200E+04  0.69178397E+04  0.87112999E+04
  0.11581000E+01  0.10325665E+06  0.10325999E+06  0.10326666E+06  0.24899802E+04  0.69442231E+04  0.87050443E+04
  0.11626000E+01  0.10392209E+06  0.10392543E+06  0.10392877E+06  0.24996555E+04  0.69712061E+04  0.87388693E+04
  0.11671000E+01  0.10460228E+06  0.10460228E+06  0.10460897E+06  0.25093307E+04  0.69480222E+04  0.87327274E+04
  0.11715000E+01  0.10528493E+06  0.10528828E+06  0.10529497E+06  0.25187910E+04  0.69742164E+04  0.87656500E+04
  0.11760000E+01  0.10599472E+06  0.10599807E+06  0.10600142E+06  0.25284662E+04  0.70010060E+04  0.87993209E+04
  0.11804000E+01  0.10671034E+06  0.10671370E+06  0.10671705E+06  0.25379265E+04  0.70272003E+04  0.87916353E+04
  0.11849000E+01  0.10744988E+06  0.10745324E+06  0.10745995E+06  0.25476017E+04  0.70026874E+04  0.88251513E+04
  0.11893000E+01  0.10819861E+06  0.10820197E+06  0.10820868E+06  0.25570620E+04  0.70286911E+04  0.88168183E+04
  0.11938000E+01  0.10897472E+06  0.10897807E+06  0.10898479E+06  0.25667372E+04  0.70552859E+04  0.88501788E+04
  0.11982000E+01  0.10975999E+06  0.10976335E+06  0.10977007E+06  0.25761975E+04  0.70812896E+04  0.88827980E+04
  0.12027000E+01  0.11057609E+06  0.11057609E+06  0.11058281E+06  0.25858727E+04  0.70554269E+04  0.88743965E+04
  0.12071000E+01  0.11140131E+06  0.11140131E+06  0.11140803E+06  0.25953330E+04  0.70812387E+04  0.89068629E+04
  0.12116000E+01  0.11225406E+06  0.11225742E+06  0.11226078E+06  0.26050082E+04  0.71076372E+04  0.89400671E+04
  0.12161000E+01  0.11313186E+06  0.11313186E+06  0.11313858E+06  0.26146835E+04  0.71340356E+04  0.89308444E+04
  0.12205000E+01  0.11402199E+06  0.11402535E+06  0.11402870E+06  0.26241438E+04  0.71062149E+04  0.89631573E+04
  0.12250000E+01  0.11494641E+06  0.11494641E+06  0.11495312E+06  0.26338190E+04  0.71324156E+04  0.89532630E+04
  0.12294000E+01  0.11588300E+06  0.11588635E+06  0.11588970E+06  0.26432793E+04  0.71580341E+04  0.89854217E+04
  0.12339000E+01  0.11685722E+06  0.11686056E+06  0.11686391E+06  0.26529545E+04  0.71842348E+04  0.90183112E+04
  0.12383000E+01  0.11785008E+06  0.11785008E+06  0.11785676E+06  0.26624148E+04  0.71550247E+04  0.90068529E+04
  0.12428000E+01  0.11887714E+06  0.11888048E+06  0.11888715E+06  0.26720900E+04  0.71810261E+04  0.90395839E+04
  0.12472000E+01  0.11992590E+06  0.11992924E+06  0.11993590E+06  0.25281898E+04  0.72064498E+04  0.90715876E+04
  0.12517000E+01  0.12101541E+06  0.12101873E+06  0.12102206E+06  0.25373117E+04  0.72324512E+04  0.90600151E+04
  0.12561000E+01  0.12212622E+06  0.12212954E+06  0.12213617E+06  0.25462309E+04  0.72578749E+04  0.90918630E+04
  0.12606000E+01  0.12328088E+06  0.12328419E+06  0.12328750E+06  0.25553529E+04  0.72276294E+04  0.91244348E+04
  0.12651000E+01  0.12446953E+06  0.12447283E+06  0.12447943E+06  0.25644748E+04  0.72534300E+04  0.91120087E+04
  0.12695000E+01  0.12568534E+06  0.12568863E+06  0.12569522E+06  0.25733940E+04  0.72786574E+04  0.91437001E+04
  0.12740000E+01  0.12695108E+06  0.12695108E+06  0.12695765E+06  0.25825159E+04  0.73044580E+04  0.91761118E+04
  0.12784000E+01  0.12824331E+06  0.12824659E+06  0.12824986E+06  0.25914351E+04  0.72721967E+04  0.91621067E+04
  0.12829000E+01  0.12958826E+06  0.12959153E+06  0.12959479E+06  0.26005570E+04  0.72977951E+04  0.91943576E+04
  0.12873000E+01  0.13096542E+06  0.13096867E+06  0.13097517E+06  0.26094762E+04  0.73228245E+04  0.92258917E+04
  0.12918000E+01  0.13240115E+06  0.13240115E+06  0.13240762E+06  0.26185982E+04  0.73484228E+04  0.92117355E+04
  0.12962000E+01  0.13386808E+06  0.13387130E+06  0.13387775E+06  0.26275174E+04  0.73734523E+04  0.92431116E+04
  0.13007000E+01  0.13539919E+06  0.13539919E+06  0.13540561E+06  0.26366393E+04  0.73400931E+04  0.92752008E+04
  0.13051000E+01  0.13696675E+06  0.13696994E+06  0.13697633E+06  0.26455585E+04  0.73649231E+04  0.92594547E+04
  0.13096000E+01  0.13860063E+06  0.13860381E+06  0.13860699E+06  0.26546804E+04  0.73903175E+04  0.92913814E+04
  0.13141000E+01  0.14028972E+06  0.14029289E+06  0.14029605E+06  0.26638023E+04  0.74157118E+04  0.93233081E+04
  0.13185000E+01  0.14202567E+06  0.14202567E+06  0.14203195E+06  0.26727215E+04  0.74405418E+04  0.93066758E+04
  0.13230000E+01  0.14382909E+06  0.14383222E+06  0.14383534E+06  0.26818434E+04  0.74054822E+04  0.93384392E+04
  0.13274000E+01  0.14568685E+06  0.14568995E+06  0.14569306E+06  0.26907626E+04  0.74301112E+04  0.93694967E+04
  0.13319000E+01  0.14761667E+06  0.14761975E+06  0.14762593E+06  0.26998846E+04  0.74552999E+04  0.94012601E+04
  0.13363000E+01  0.14960471E+06  0.14960777E+06  0.14961084E+06  0.27088038E+04  0.74799289E+04  0.93835715E+04
  0.13408000E+01  0.15166902E+06  0.15167206E+06  0.15167815E+06  0.27179257E+04  0.75051176E+04  0.94151708E+04
  0.13452000E+01  0.15379502E+06  0.15379804E+06  0.15380106E+06  0.27268449E+04  0.74677723E+04  0.94460678E+04
  0.13497000E+01  0.15600410E+06  0.15600410E+06  0.15601010E+06  0.27359668E+04  0.74927537E+04  0.94281750E+04
  0.13541000E+01  0.15827487E+06  0.15827487E+06  0.15828082E+06  0.27448860E+04  0.75171800E+04  0.94589107E+04
  0.13586000E+01  0.16062915E+06  0.16063210E+06  0.16063505E+06  0.27540079E+04  0.75421613E+04  0.94903449E+04
  0.13631000E+01  0.16306271E+06  0.16306563E+06  0.16306856E+06  0.27631299E+04  0.75671427E+04  0.94715319E+04
  0.13675000E+01  0.16556178E+06  0.16556468E+06  0.16556758E+06  0.27720491E+04  0.75915690E+04  0.95021054E+04
  0.13720000E+01  0.16815163E+06  0.16815163E+06  0.16815738E+06  0.27811710E+04  0.75528125E+04  0.95333738E+04
  0.13764000E+01  0.17080332E+06  0.17080617E+06  0.17080902E+06  0.27900902E+04  0.75770343E+04  0.95639473E+04
  0.13809000E+01  0.17354551E+06  0.17354833E+06  0.17355397E+06  0.27992121E+04  0.76018066E+04  0.95440408E+04
  0.13853000E+01  0.17635143E+06  0.17635422E+06  0.17635702E+06  0.28081313E+04  0.76260285E+04  0.95744512E+04
  0.13898000E+01  0.17924462E+06  0.17924739E+06  0.17925016E+06  0.28172532E+04  0.76508008E+04  0.96055528E+04
  0.13942000E+01  0.18219499E+06  0.18219499E+06  0.18220047E+06  0.28261724E+04  0.76097022E+04  0.95840170E+04
  0.13987000E+01  0.18522416E+06  0.18522687E+06  0.18522959E+06  0.28352943E+04  0.76342637E+04  0.96149509E+04
  0.14031000E+01  0.18830434E+06  0.18830434E+06  0.18830971E+06  0.28442136E+04  0.76582794E+04  0.96451974E+04
  0.14076000E+01  0.19145275E+06  0.19145541E+06  0.19145807E+06  0.28533355E+04  0.76828409E+04  0.96761314E+04
  0.14121000E+01  0.19465236E+06  0.19465499E+06  0.19465763E+06  0.28624574E+04  0.77074024E+04  0.96541653E+04
  0.14165000E+01  0.19788035E+06  0.19788035E+06  0.19788556E+06  0.28713766E+04  0.77314181E+04  0.96842470E+04
  0.14210000E+01  0.20115338E+06  0.20115338E+06  0.20115854E+06  0.28804985E+04  0.76888270E+04  0.97150124E+04
  0.14254000E+01  0.20443524E+06  0.20443524E+06  0.20444034E+06  0.27028028E+04  0.77126348E+04  0.97450940E+04
  0.14299000E+01  0.20773907E+06  0.20774159E+06  0.20774412E+06  0.27113356E+04  0.77369836E+04  0.97219975E+04
  0.14343000E+01  0.21102874E+06  0.21102874E+06  0.21103375E+06  0.27196787E+04  0.77607914E+04  0.97519134E+04
  0.14388000E+01  0.21431412E+06  0.21431412E+06  0.21431908E+06  0.27282115E+04  0.77851402E+04  0.97825093E+04
  0.14432000E+01  0.21755179E+06  0.21755179E+06  0.21755671E+06  0.27365546E+04  0.78089480E+04  0.97577594E+04
  0.14477000E+01  0.22075351E+06  0.22075594E+06  0.22075838E+06  0.27450874E+04  0.77642797E+04  0.97881848E+04
  0.14521000E+01  0.22387609E+06  0.22387851E+06  0.22388092E+06  0.27534306E+04  0.77878777E+04  0.98179341E+04
  0.14566000E+01  0.22693045E+06  0.22693045E+06  0.22693525E+06  0.27619633E+04  0.78120120E+04  0.98483595E+04
  0.14610000E+01  0.22986391E+06  0.22986629E+06  0.22986867E+06  0.27703065E+04  0.78356100E+04  0.98224570E+04
  0.14655000E+01  0.23269357E+06  0.23269357E+06  0.23269831E+06  0.27788393E+04  0.78597443E+04  0.98527110E+04
  0.14700000E+01  0.23538032E+06  0.23538268E+06  0.23538504E+06  0.27873720E+04  0.78838787E+04  0.98829649E+04
  0.14744000E+01  0.23789408E+06  0.23789408E+06  0.23789877E+06  0.27957152E+04  0.79074767E+04  0.99125466E+04
  0.14789000E+01  0.24024356E+06  0.24024590E+06  0.24024824E+06  0.28042480E+04  0.78604740E+04  0.98861460E+04
  0.14833000E+01  0.24238456E+06  0.24238690E+06  0.24238923E+06  0.28125911E+04  0.78838604E+04  0.99155591E+04
  0.14878000E+01  0.24433046E+06  0.24433046E+06  0.24433511E+06  0.28211239E+04  0.79077783E+04  0.99456407E+04
  0.14922000E+01  0.24603118E+06  0.24603351E+06  0.24603583E+06  0.28294670E+04  0.79311646E+04  0.99750538E+04
  0.14967000E+01  0.24751105E+06  0.24751105E+06  0.24751570E+06  0.28379998E+04  0.79550825E+04  0.10005135E+05
  0.15011000E+01  0.24872078E+06  0.24872310E+06  0.24872543E+06  0.28463430E+04  0.79784688E+04  0.99767120E+04
  0.15056000E+01  0.24968566E+06  0.24968799E+06  0.24969032E+06  0.28548757E+04  0.79293040E+04  0.10006620E+05
  0.15100000E+01  0.25036623E+06  0.25036857E+06  0.25037091E+06  0.28632189E+04  0.79524768E+04  0.10035864E+05
  0.15145000E+01  0.25079077E+06  0.25079077E+06  0.25079547E+06  0.28717517E+04  0.79761762E+04  0.10065772E+05
  0.15190000E+01  0.25093685E+06  0.25093685E+06  0.25094157E+06  0.28802844E+04  0.79998757E+04  0.10036813E+05
  0.15234000E+01  0.25078830E+06  0.25079068E+06  0.25079306E+06  0.28886276E+04  0.80230484E+04  0.10065886E+05
  0.15279000E+01  0.25038477E+06  0.25038477E+06  0.25038956E+06  0.28971604E+04  0.80467479E+04  0.10095620E+05
  0.15323000E+01  0.24969466E+06  0.24969466E+06  0.24969949E+06  0.29055035E+04  0.80699207E+04  0.10124693E+05
  0.15368000E+01  0.24875602E+06  0.24875846E+06  0.24876090E+06  0.29140363E+04  0.80183290E+04  0.10094518E+05
  0.15412000E+01  0.24755109E+06  0.24755109E+06  0.24755602E+06  0.29223794E+04  0.80412862E+04  0.10123419E+05
  0.15457000E+01  0.24611935E+06  0.24612185E+06  0.24612434E+06  0.29309122E+04  0.80647652E+04  0.10152978E+05
  0.15501000E+01  0.24444337E+06  0.24444590E+06  0.24444842E+06  0.29392554E+04  0.80877224E+04  0.10181879E+05
  0.15546000E+01  0.24257218E+06  0.24257218E+06  0.24257730E+06  0.29477881E+04  0.81112013E+04  0.10211438E+05
  0.15590000E+01  0.24048710E+06  0.24048970E+06  0.24049229E+06  0.29561313E+04  0.81341586E+04  0.10179202E+05
  0.15635000E+01  0.23824012E+06  0.23824012E+06  0.23824539E+06  0.29646641E+04  0.81576375E+04  0.10208584E+05
  0.15680000E+01  0.23582959E+06  0.23583227E+06  0.23583495E+06  0.29731968E+04  0.81035686E+04  0.10237966E+05
  0.15724000E+01  0.23326621E+06  0.23326621E+06  0.23327165E+06  0.29815400E+04  0.81263082E+04  0.10266695E+05
  0.15769000E+01  0.23059314E+06  0.23059590E+06  0.23059867E+06  0.29900728E+04  0.81495646E+04  0.10233865E+05
  0.15813000E+01  0.22780351E+06  0.22780351E+06  0.22780915E+06  0.29984159E+04  0.81723042E+04  0.10262420E+05
  0.15858000E+01  0.22494480E+06  0.22494480E+06  0.22495054E+06  0.30069487E+04  0.81955607E+04  0.10291624E+05
  0.15902000E+01  0.22200530E+06  0.22200530E+06  0.22201115E+06  0.30152918E+04  0.82183003E+04  0.10320180E+05
  0.15947000E+01  0.21903132E+06  0.21903430E+06  0.21903728E+06  0.30238246E+04  0.82415567E+04  0.10349384E+05
  0.15991000E+01  0.21601478E+06  0.21601782E+06  0.21602086E+06  0.30321678E+04  0.82642963E+04  0.10314465E+05
  0.16036000E+01  0.21299792E+06  0.21299792E+06  0.21300412E+06  0.30407005E+04  0.82074778E+04  0.10343491E+05
  0.16080000E+01  0.20996696E+06  0.20996696E+06  0.20997012E+06  0.30490437E+04  0.82299977E+04  0.10371872E+05
  0.16125000E+01  0.20696234E+06  0.20696234E+06  0.20696879E+06  0.30575765E+04  0.82530295E+04  0.10400897E+05
  0.16170000E+01  0.20398270E+06  0.20398599E+06  0.20398928E+06  0.30661092E+04  0.82760612E+04  0.10429923E+05
  0.16214000E+01  0.20102849E+06  0.20103184E+06  0.20103520E+06  0.30744524E+04  0.82985811E+04  0.10393546E+05
  0.16259000E+01  0.19813513E+06  0.19813856E+06  0.19814198E+06  0.30829852E+04  0.83216128E+04  0.10422392E+05
  0.16303000E+01  0.19528570E+06  0.19528570E+06  0.19529269E+06  0.30913283E+04  0.83441327E+04  0.10450597E+05
  0.16348000E+01  0.19250897E+06  0.19250897E+06  0.19251610E+06  0.30998611E+04  0.82847272E+04  0.10479443E+05
  0.16392000E+01  0.18978962E+06  0.18978962E+06  0.18979689E+06  0.31082042E+04  0.83070253E+04  0.10507648E+05
  0.16437000E+01  0.18715629E+06  0.18715629E+06  0.18716370E+06  0.31167370E+04  0.83298301E+04  0.10470434E+05
  0.16481000E+01  0.18458770E+06  0.18459148E+06  0.18459526E+06  0.31250802E+04  0.83521281E+04  0.10498462E+05
  0.16526000E+01  0.18211195E+06  0.18211195E+06  0.18211965E+06  0.31336129E+04  0.83749329E+04  0.10527127E+05
  0.16570000E+01  0.17970859E+06  0.17970859E+06  0.17971251E+06  0.31419561E+04  0.83972309E+04  0.10555156E+05
  0.16615000E+01  0.17739718E+06  0.17740118E+06  0.17740518E+06  0.29167859E+04  0.84200357E+04  0.10583821E+05
  0.16660000E+01  0.17517215E+06  0.17517622E+06  0.17518029E+06  0.29246857E+04  0.84428405E+04  0.10545104E+05
  0.16704000E+01  0.17302047E+06  0.17302461E+06  0.17302876E+06  0.29324100E+04  0.83800596E+04  0.10572955E+05
  0.16749000E+01  0.17096412E+06  0.17096833E+06  0.17097255E+06  0.29403098E+04  0.84026351E+04  0.10601438E+05
  0.16793000E+01  0.16897919E+06  0.16898348E+06  0.16898777E+06  0.29480341E+04  0.84247091E+04  0.10629288E+05
  0.16838000E+01  0.16708654E+06  0.16709090E+06  0.16709526E+06  0.29559339E+04  0.84472846E+04  0.10657771E+05
  0.16882000E+01  0.16526657E+06  0.16527100E+06  0.16527543E+06  0.29636581E+04  0.84693586E+04  0.10616903E+05
  0.16927000E+01  0.16353471E+06  0.16353471E+06  0.16353921E+06  0.29715579E+04  0.84919341E+04  0.10645203E+05
  0.16971000E+01  0.16186672E+06  0.16186672E+06  0.16187586E+06  0.29792822E+04  0.85140081E+04  0.10672874E+05
  0.17016000E+01  0.16028581E+06  0.16028581E+06  0.16029045E+06  0.29871820E+04  0.85365837E+04  0.10701174E+05
  0.17060000E+01  0.15876299E+06  0.15876770E+06  0.15877241E+06  0.29949063E+04  0.85586576E+04  0.10728845E+05
  0.17105000E+01  0.15732049E+06  0.15732526E+06  0.15733004E+06  0.30028061E+04  0.84932182E+04  0.10757145E+05
  0.17150000E+01  0.15594759E+06  0.15594759E+06  0.15595728E+06  0.30107059E+04  0.85155622E+04  0.10715181E+05
  0.17194000E+01  0.15462889E+06  0.15462889E+06  0.15463871E+06  0.30184302E+04  0.85374097E+04  0.10742672E+05
  0.17239000E+01  0.15338050E+06  0.15338548E+06  0.15339045E+06  0.30263300E+04  0.85597538E+04  0.10770787E+05
  0.17283000E+01  0.15218235E+06  0.15218739E+06  0.15219243E+06  0.30340542E+04  0.85816013E+04  0.10798278E+05
  0.17328000E+01  0.15105479E+06  0.15105990E+06  0.15106500E+06  0.30419540E+04  0.86039453E+04  0.10826394E+05
  0.17372000E+01  0.14997267E+06  0.14997267E+06  0.14998300E+06  0.30496783E+04  0.86257928E+04  0.10782241E+05
  0.17417000E+01  0.14895040E+06  0.14895563E+06  0.14896086E+06  0.30575781E+04  0.86481369E+04  0.10810171E+05
  0.17461000E+01  0.14797295E+06  0.14797295E+06  0.14797825E+06  0.30653024E+04  0.86699844E+04  0.10837480E+05
  0.17506000E+01  0.14704879E+06  0.14705414E+06  0.14705949E+06  0.30732022E+04  0.86013068E+04  0.10865411E+05
  0.17550000E+01  0.14616823E+06  0.14616823E+06  0.14617906E+06  0.30809264E+04  0.86229255E+04  0.10892720E+05
  0.17595000E+01  0.14533904E+06  0.14533904E+06  0.14534451E+06  0.30888263E+04  0.86450356E+04  0.10920650E+05
  0.17640000E+01  0.14454890E+06  0.14455443E+06  0.14455996E+06  0.30967261E+04  0.86671456E+04  0.10875345E+05
  0.17684000E+01  0.14379672E+06  0.14380230E+06  0.14380789E+06  0.31044503E+04  0.86887643E+04  0.10902471E+05
  0.17729000E+01  0.14308915E+06  0.14309479E+06  0.14310043E+06  0.31123501E+04  0.87108744E+04  0.10930214E+05
